DESTINO; CANTIDAD ; VALORES ;  TAREAS; BENEFICIADOS ;MES;AÑO
Yuca;32;7,595,500;1,352;32;Mayo;2022
Yautía;12;2,385,000;371;12;Mayo;2022
Tomate Industrial;1;150,000;2;1;Mayo;2022
Tomate de Mesa;12;6,050,000;158;12;Mayo;2022
Coco (Producción);19;41,784,000;2,740;19;Mayo;2022
Coco (Comercialización);2;1,450,000;0;2;Mayo;2022
Guandul (Producción);2;261,714;90;2;Mayo;2022
Guandul (Comercialización);0;0;0;0;Mayo;2022
Papa;31;36,255,000;1,218;31;Mayo;2022
Piña;10;9,420,000;471;10;Mayo;2022
Cebolla;9;7,471,243;388;9;Mayo;2022
Ñame;15;2,975,000;368;15;Mayo;2022
Ajo (Producción);7;11,750,000;31;7;Mayo;2022
Ajo (Comercialización);0;0;0;0;Mayo;2022
Batata;4;510,000;118;4;Mayo;2022
Tabaco (Producción);3;1,190,000;220;3;Mayo;2022
Tabaco (Comercialización);13;97,347,195;0;13;Mayo;2022
Invernadero;4;7,646,490;0;4;Mayo;2022
Otros;246;315,588,992;15,365;247;Mayo;2022
Ganado de Carne;95;65,880,514;0;95;Mayo;2022
Ganado de Carne (Com);5;3,730,000;0;5;Mayo;2022
Ganado de Leche;16;13,747,770;0;16;Mayo;2022
Ganado de Leche (Com.);2;5,749,000;0;2;Mayo;2022
Ganado de Doble Propósito;49;69,545,000;0;49;Mayo;2022
Porcino (Producción);1;12,000,000;0;1;Mayo;2022
Porcino (Comercialización);0;0;0;0;Mayo;2022
Otros;54;102,624,963;0;54;Mayo;2022
Gallinas Ponedoras;17;62,285,765;0;17;Mayo;2022
Pollos de Engorde;80;95,852,500;0;80;Mayo;2022
Otros;2;825,000;0;2;Mayo;2022
 Apícola;3;1,250,000;0;3;Mayo;2022
Préstamos de Consumo;162;36,264,078;0;162;Mayo;2022
Agro. Manufactura, Comercio V. y Otros;550;637,555,153;0;550;Mayo;2022
Arroz (Producción);1,048;576,202,900;101,806;1,081;Junio;2022
Arroz (Comercialización);31;380,923,300;0;31;Junio;2022
Aguacate (Producción);96;44,479,662;4,331;96;Junio;2022
Ají (Producción);21;17,702,770;458;21;Junio;2022
Café (Producción);37;13,669,774;1,881;37;Junio;2022
Café (Comercialización);1;2,500,000;0;1;Junio;2022
Cacao (Producción);145;54,714,493;13,767;145;Junio;2022
Cacao (Comercialización);5;3,490,000;0;5;Junio;2022
Habichuela (Producción);1;200,000;100;1;Junio;2022
Habichuela (Comercialización);0;0;0;0;Junio;2022
Plátano;126;72,452,523;7,809;126;Junio;2022
Guineo;61;63,110,596;4,801;61;Junio;2022
Maíz (Producción);12;2,043,789;1,029;12;Junio;2022
Maíz (Comercialización);1;3,000,000;0;1;Junio;2022
Yuca;43;8,058,085;1,788;43;Junio;2022
Yautía;13;2,571,000;633;13;Junio;2022
Tomate Industrial;0;0;0;0;Junio;2022
Tomate de Mesa;21;22,477,500;469;21;Junio;2022
Coco (Producción);25;18,600,000;2,265;25;Junio;2022
Coco (Comercialización);0;0;0;0;Junio;2022
Guandul (Producción);4;842,683;290;4;Junio;2022
Guandul (Comercialización);0;0;0;0;Junio;2022
Papa;38;38,600,000;1,500;38;Junio;2022
Piña;6;2,770,000;137;6;Junio;2022
Cebolla;7;2,840,000;165;7;Junio;2022
Ñame;17;2,765,000;378;17;Junio;2022
Ajo (Producción);0;0;0;0;Junio;2022
Ajo (Comercialización);1;5,000,000;0;1;Junio;2022
Batata;4;3,819,044;521;4;Junio;2022
Tabaco (Producción);1;225,000;22;1;Junio;2022
Tabaco (Comercialización);10;83,466,065;0;10;Junio;2022
Invernadero;7;175,273,513;129;7;Junio;2022
Otros;244;338,008,706;14,074;244;Junio;2022
Ganado de Carne;71;51,463,915;0;71;Junio;2022
Ganado de Carne (Com);4;5,150,000;0;4;Junio;2022
Ganado de Leche;11;11,502,000;0;11;Junio;2022
Ganado de Leche (Com.);0;0;0;0;Junio;2022
Ganado de Doble Propósito;44;29,618,500;0;44;Junio;2022
Porcino (Producción);0;0;0;0;Junio;2022
Porcino (Comercialización);0;0;0;0;Junio;2022
Otros;45;85,079,538;0;45;Junio;2022
Gallinas Ponedoras;17;26,210,000;0;17;Junio;2022
Pollos de Engorde;65;62,458,500;0;65;Junio;2022
Otros;4;4,925,000;0;4;Junio;2022
 Apícola;6;1,015,045;0;6;Junio;2022
Préstamos de Consumo;213;53,260,348;0;213;Junio;2022
Agro. Manufactura, Comercio V. y Otros;435;465,723,603;0;435;Junio;2022
Arroz (Producción);589;456,834,682;106,188;589;Julio;2022
Arroz (Comercialización);18;165,924,900;0;18;Julio;2022
Aguacate (Producción);93;64,347,753;5,150;114;Julio;2022
Ají (Producción);27;19,375,000;502;27;Julio;2022
Café (Producción);66;28,845,076;3,562;66;Julio;2022
Café (Comercialización);1;4,500,000;0;1;Julio;2022
Cacao (Producción);217;93,328,500;24,706;217;Julio;2022
Cacao (Comercialización);7;101,700,000;0;7;Julio;2022
Habichuela (Producción);0;0;0;0;Julio;2022
Habichuela (Comercialización);0;0;0;0;Julio;2022
Plátano;90;55,616,776;7,572;90;Julio;2022
Guineo;6;1,600,000;143;6;Julio;2022
Maíz (Producción);17;2,293,000;774;17;Julio;2022
Maíz (Comercialización);0;0;0;0;Julio;2022
Yuca;45;9,054,500;1,734;45;Julio;2022
Yautía;27;5,650,000;933;27;Julio;2022
Tomate Industrial;0;0;0;0;Julio;2022
Tomate de Mesa;20;77,075,000;297;20;Julio;2022
Coco (Producción);19;20,330,231;2,450;19;Julio;2022
Coco (Comercialización);1;600,000;0;1;Julio;2022
Guandul (Producción);3;345,000;98;3;Julio;2022
Guandul (Comercialización);0;0;0;0;Julio;2022
Papa;26;63,545,000;2,057;26;Julio;2022
Piña;16;14,050,000;673;16;Julio;2022
Cebolla;9;24,400,000;544;9;Julio;2022
Ñame;21;3,426,000;364;21;Julio;2022
Ajo (Producción);4;5,310,000;35;4;Julio;2022
Ajo (Comercialización);0;0;0;0;Julio;2022
Batata;11;2,467,000;561;11;Julio;2022
Tabaco (Producción);0;0;0;0;Julio;2022
Tabaco (Comercialización);6;86,864,895;0;6;Julio;2022
Invernadero;4;8,964,398;42;4;Julio;2022
Otros;274;333,028,570;14,459;275;Julio;2022
Ganado de Carne;131;102,798,760;0;131;Julio;2022
Ganado de Carne (Com);6;1,742,400;0;6;Julio;2022
Ganado de Leche;23;27,616,000;0;23;Julio;2022
Ganado de Leche (Com.);1;50,000;0;1;Julio;2022
Ganado de Doble Propósito;67;76,288,488;0;67;Julio;2022
Porcino (Producción);0;0;0;0;Julio;2022
Porcino (Comercialización);0;0;0;0;Julio;2022
Otros;71;85,311,586;0;71;Julio;2022
Gallinas Ponedoras;13;28,040,000;0;13;Julio;2022
Pollos de Engorde;75;86,716,448;0;75;Julio;2022
Otros;1;300,000;0;1;Julio;2022
 Apícola;11;4,125,898;0;11;Julio;2022
Préstamos de Consumo;203;34,899,492;0;203;Julio;2022
Agro. Manufactura, Comercio V. y Otros;422;546,379,086;0;422;Julio;2022
Arroz (Producción);153;157,980,200;26,537;153;Agosto;2022
Arroz (Comercialización);43;427,539,500;0;43;Agosto;2022
Aguacate (Producción);113;65,974,747;6,775;113;Agosto;2022
Ají (Producción);30;35,020,000;543;30;Agosto;2022
Café (Producción);55;19,132,801;2,338;55;Agosto;2022
Café (Comercialización);0;0;0;0;Agosto;2022
Cacao (Producción);196;66,978,000;18,524;196;Agosto;2022
Cacao (Comercialización);8;79,850,000;0;8;Agosto;2022
Habichuela (Producción);5;900,000;180;5;Agosto;2022
Habichuela (Comercialización);0;0;0;0;Agosto;2022
Plátano;78;41,031,057;5,877;78;Agosto;2022
Guineo;12;3,914,000;426;12;Agosto;2022
Maíz (Producción);15;2,316,274;618;15;Agosto;2022
Maíz (Comercialización);0;0;0;0;Agosto;2022
Yuca;74;13,216,000;2,695;74;Agosto;2022
Yautía;62;11,773,450;1,761;62;Agosto;2022
Tomate Industrial;1;200,000;20;1;Agosto;2022
Tomate de Mesa;37;29,179,999;13,235;37;Agosto;2022
Coco (Producción);24;22,630,000;2,171;24;Agosto;2022
Coco (Comercialización);1;500,000;0;1;Agosto;2022
Guandul (Producción);5;660,000;212;5;Agosto;2022
Guandul (Comercialización);0;0;0;0;Agosto;2022
Papa;32;36,133,000;1,334;32;Agosto;2022
Piña;12;11,818,846;491;12;Agosto;2022
Cebolla;7;16,660,000;75;7;Agosto;2022
Ñame;19;3,860,000;429;19;Agosto;2022
Ajo (Producción);0;0;0;0;Agosto;2022
Ajo (Comercialización);0;0;0;0;Agosto;2022
Batata;18;3,312,000;936;18;Agosto;2022
Tabaco (Producción);1;150,000;20;1;Agosto;2022
Tabaco (Comercialización);6;17,254,825;0;6;Agosto;2022
Invernadero;1;2,400,000;14;1;Agosto;2022
Otros;298;546,365,712;17,860;298;Agosto;2022
Ganado de Carne;196;88,838,825;0;196;Agosto;2022
Ganado de Carne (Com);5;2,400,000;0;5;Agosto;2022
Ganado de Leche;20;27,913,966;0;20;Agosto;2022
Ganado de Leche (Com.);0;0;0;0;Agosto;2022
Ganado de Doble Propósito;67;64,408,000;0;67;Agosto;2022
Porcino (Producción);0;0;0;0;Agosto;2022
Porcino (Comercialización);0;0;0;0;Agosto;2022
Otros;55;36,950,355;0;55;Agosto;2022
Gallinas Ponedoras;16;83,200,000;0;16;Agosto;2022
Pollos de Engorde;93;129,885,279;0;93;Agosto;2022
Otros;2;2,225,000;0;2;Agosto;2022
Apícola;19;5,395,506;0;19;Agosto;2022
Préstamos de Consumo;190;43,813,990;0;190;Agosto;2022
Agro. Manufactura, Comercio V. y Otros;292;366,054,025;0;292;Agosto;2022
Arroz (Producción);48;59,978,662;8,970;48;Septiembre;2022
Arroz (Comercialización);23;278,854,848;0;23;Septiembre;2022
Aguacate (Producción);71;32,813,762;2,994;71;Septiembre;2022
Ají (Producción);38;27,200,000;2,403;38;Septiembre;2022
Café (Producción);48;28,542,085;4,197;48;Septiembre;2022
Café (Comercialización);1;200,000;0;1;Septiembre;2022
Cacao (Producción);131;74,493,000;15,654;131;Septiembre;2022
Cacao (Comercialización);7;317,950,000;0;7;Septiembre;2022
Habichuela (Producción);13;2,375,701;348;13;Septiembre;2022
Habichuela (Comercialización);0;0;0;0;Septiembre;2022
Plátano;55;26,847,496;2,741;55;Septiembre;2022
Guineo;12;21,347,000;1,058;12;Septiembre;2022
Maíz (Producción);9;1,774,700;547;9;Septiembre;2022
Maíz (Comercialización);1;412,800;0;1;Septiembre;2022
Yuca;64;19,609,000;4,019;64;Septiembre;2022
Yautía;45;9,045,000;1,103;45;Septiembre;2022
Tomate Industrial;1;250,000;8;1;Septiembre;2022
Tomate de Mesa;15;20,050,000;273;15;Septiembre;2022
Coco (Producción);32;60,359,002;5,002;32;Septiembre;2022
Coco (Comercialización);0;0;0;0;Septiembre;2022
Guandul (Producción);3;350,000;125;3;Septiembre;2022
Guandul (Comercialización);0;0;0;0;Septiembre;2022
Papa;28;20,460,000;765;28;Septiembre;2022
Piña;17;17,443,000;722;17;Septiembre;2022
Cebolla;24;25,435,727;1,066;24;Septiembre;2022
Ñame;13;3,100,000;344;13;Septiembre;2022
Ajo (Producción);1;2,000,000;20;1;Septiembre;2022
Ajo (Comercialización);0;0;0;0;Septiembre;2022
Batata;18;3,285,000;803;18;Septiembre;2022
Tabaco (Producción);0;0;0;0;Septiembre;2022
Tabaco (Comercialización);14;80,649,813;0;14;Septiembre;2022
Invernadero;1;2,500,000;8;1;Septiembre;2022
Otros;371;571,875,335;30,212;371;Septiembre;2022
Ganado de Carne;141;106,868,513;0;141;Septiembre;2022
Ganado de Carne (Com);8;4,607,000;0;8;Septiembre;2022
Ganado de Leche;27;29,402,272;0;27;Septiembre;2022
Ganado de Leche (Com.);2;50,620,000;0;2;Septiembre;2022
Ganado de Doble Propósito;75;80,456,291;0;75;Septiembre;2022
Porcino (Producción);0;0;0;0;Septiembre;2022
Porcino (Comercialización);0;0;0;0;Septiembre;2022
Otros;58;114,087,880;0;58;Septiembre;2022
Gallinas Ponedoras;21;31,793,334;0;21;Septiembre;2022
Pollos de Engorde;70;68,323,500;0;70;Septiembre;2022
Otros;2;2,600,000;0;2;Septiembre;2022
Apícola;14;4,977,945;0;14;Septiembre;2022
Préstamos de Consumo;202;39,319,861;0;202;Septiembre;2022
Agro. Manufactura, Comercio V. y Otros;195;158,870,139;0;195;Septiembre;2022
Arroz (Producción);24;16,856,732;3,044;24;Octubre;2022
Arroz (Comercialización);26;433,222,400;0;26;Octubre;2022
Aguacate (Producción);62;38,476,068;3,198;62;Octubre;2022
Ají (Producción);32;21,503,600;535;32;Octubre;2022
Café (Producción);39;23,921,908;2,572;39;Octubre;2022
Café (Comercialización);1;1,500,000;0;1;Octubre;2022
Cacao (Producción);207;110,009,200;20,905;207;Octubre;2022
Cacao (Comercialización);2;1,725,000;0;2;Octubre;2022
Habichuela (Producción);77;24,734,118;4,329;77;Octubre;2022
Habichuela (Comercialización);0;0;0;0;Octubre;2022
Plátano;102;75,377,939;6,006;102;Octubre;2022
Guineo;9;11,581,120;721;9;Octubre;2022
Maíz (Producción);15;1,939,000;577;15;Octubre;2022
Maíz (Comercialización);0;0;0;0;Octubre;2022
Yuca;69;11,550,000;2,148;69;Octubre;2022
Yautía;39;7,685,000;1,014;39;Octubre;2022
Tomate Industrial;2;927,800;63;2;Octubre;2022
Tomate de Mesa;18;18,690,000;1,873;18;Octubre;2022
Coco (Producción);24;36,198,357;3,324;24;Octubre;2022
Coco (Comercialización);2;1,025,000;0;2;Octubre;2022
Guandul (Producción);2;350,000;120;2;Octubre;2022
Guandul (Comercialización);0;0;0;0;Octubre;2022
Papa;43;37,297,000;1,377;43;Octubre;2022
Piña;11;9,900,000;378;11;Octubre;2022
Cebolla;61;102,462,383;1,905;61;Octubre;2022
Ñame;11;2,970,000;311;11;Octubre;2022
Ajo (Producción);0;0;0;0;Octubre;2022
Ajo (Comercialización);0;0;0;0;Octubre;2022
Batata;23;8,860,000;1,428;23;Octubre;2022
Tabaco (Producción);7;3,930,000;350;7;Octubre;2022
Tabaco (Comercialización);14;57,126,645;0;14;Octubre;2022
Invernadero;2;12,136,973;38;2;Octubre;2022
Otros;341;331,575,798;51,895;342;Octubre;2022
Ganado de Carne;179;134,083,950;0;179;Octubre;2022
Ganado de Carne (Com);5;162,595,000;0;5;Octubre;2022
Ganado de Leche;18;14,564,017;0;18;Octubre;2022
Ganado de Leche (Com.);1;22,999,323;0;1;Octubre;2022
Ganado de Doble Propósito;95;143,716,000;0;95;Octubre;2022
Porcino (Producción);0;0;0;0;Octubre;2022
Porcino (Comercialización);0;0;0;0;Octubre;2022
Otros;105;387,007,894;0;105;Octubre;2022
Gallinas Ponedoras;24;47,000,000;0;24;Octubre;2022
Pollos de Engorde;73;335,757,000;0;73;Octubre;2022
Otros;3;3,350,000;0;3;Octubre;2022
Apícola;10;3,194,000;0;10;Octubre;2022
Préstamos de Consumo;174;28,864,768;0;174;Octubre;2022
Agro. Manufactura, Comercio V. y Otros;100;184,398,639;0;100;Octubre;2022
Arroz (Producción);631;367,813,183;58,472;631;Noviembre ;2022
Arroz (Comercialización);26;463,802,440;0;26;Noviembre ;2022
Aguacate (Producción);70;99,883,553;5,616;70;Noviembre;2022
Ají (Producción);20;20,370,000;4,261;20;Noviembre;2022
Café (Producción);59;20,698,676;6,860;59;Noviembre;2022
Café (Comercialización);0;0;0;0;Noviembre;2022
Cacao (Producción);414;355,224,800;50,902;414;Noviembre;2022
Cacao (Comercialización);8;184,500,000;0;8;Noviembre;2022
Habichuela (Producción);132;52,744,464;8,962;132;Noviembre;2022
Habichuela (Comercialización);1;360,000;0;1;Noviembre;2022
Plátano;103;34,619,100;3,356;103;Noviembre;2022
Guineo;15;30,234,500;1,485;15;Noviembre;2022
Maíz (Producción);3;440,000;86;3;Noviembre;2022
Maíz (Comercialización);0;0;0;0;Noviembre;2022
Yuca;48;8,933,000;1,606;48;Noviembre;2022
Yautía;51;11,520,000;1,320;51;Noviembre;2022
Tomate Industrial;0;0;0;0;Noviembre;2022
Tomate de Mesa;16;23,135,380;326;16;Noviembre;2022
Coco (Producción);83;177,515,000;19,272;83;Noviembre;2022
Coco (Comercialización);2;1,750,000;0;2;Noviembre;2022
Guandul (Producción);1;75,000;30;1;Noviembre;2022
Guandul (Comercialización);0;0;0;0;Noviembre;2022
Papa;31;34,008,000;1,267;31;Noviembre;2022
Piña;22;22,144,500;729;22;Noviembre;2022
Cebolla;157;67,814,949;3,477;157;Noviembre;2022
Ñame;39;12,429,741;1,364;39;Noviembre;2022
Ajo (Producción);107;218,844,000;2,208;107;Noviembre;2022
Ajo (Comercialización);3;286,594,644;0;3;Noviembre;2022
Batata;12;5,785,075;557;12;Noviembre;2022
Tabaco (Producción);16;6,922,000;783;16;Noviembre;2022
Tabaco (Comercialización);13;53,802,640;0;13;Noviembre;2022
Invernadero;4;10,190,976;810;4;Noviembre;2022
Otros;460;525,341,015;59,487;460;Noviembre;2022
Ganado de Carne;131;150,394,899;0;131;Noviembre;2022
Ganado de Carne (Com);4;42,279,000;0;4;Noviembre;2022
Ganado de Leche;30;35,142,573;0;30;Noviembre;2022
Ganado de Leche (Com.);2;38,243,985;0;2;Noviembre;2022
Ganado de Doble Propósito;100;148,358,211;0;100;Noviembre;2022
Porcino (Producción);2;900,000;0;2;Noviembre;2022
Porcino (Comercialización);0;0;0;0;Noviembre;2022
Otros;122;282,465,538;0;122;Noviembre;2022
Gallinas Ponedoras;17;34,330,000;0;17;Noviembre;2022
Pollos de Engorde;70;132,595,000;0;70;Noviembre;2022
Otros;3;7,575,000;0;3;Noviembre;2022
Apícola;8;1,760,000;0;8;Noviembre;2022
Préstamos de Consumo;190;54,338,690;0;190;Noviembre;2022
Agro. Manufactura, Comercio V. y Otros;182;340,582,470;0;182;Noviembre;2022
Arroz (Producción);1,678;891,709,213;144,236;1,678;Diciembre ;2022
Arroz (Comercialización);14;177,571,200;0;14;Diciembre ;2022
Aguacate (Producción);53;53,092,587;3,902;53;Diciembre ;2022
Ají (Producción);20;19,489,000;439;20;Diciembre ;2022
Café (Producción);39;32,976,318;3,692;39;Diciembre ;2022
Café (Comercialización);0;0;0;0;Diciembre ;2022
Cacao (Producción);276;187,475,500;29,826;276;Diciembre ;2022
Cacao (Comercialización);4;270,000,000;0;4;Diciembre ;2022
Habichuela (Producción);59;20,723,600;4,204;59;Diciembre ;2022
Habichuela (Comercialización);0;0;0;0;Diciembre ;2022
Plátano;102;47,247,000;4,527;102;Diciembre ;2022
Guineo;16;12,012,000;960;16;Diciembre ;2022
Maíz (Producción);12;1,500,000;471;12;Diciembre ;2022
Maíz (Comercialización);0;0;0;0;Diciembre ;2022
Yuca;48;10,399,000;1,696;48;Diciembre ;2022
Yautía;48;11,186,000;1,306;48;Diciembre ;2022
Tomate Industrial;0;0;0;0;Diciembre ;2022
Tomate de Mesa;13;9,750,000;3,927;13;Diciembre ;2022
Coco (Producción);71;115,102,000;11,486;71;Diciembre ;2022
Coco (Comercialización);0;0;0;0;Diciembre ;2022
Guandul (Producción);4;565,000;170;4;Diciembre ;2022
Guandul (Comercialización);0;0;0;0;Diciembre ;2022
Papa;28;21,909,000;554;28;Diciembre ;2022
Piña;13;8,450,000;357;13;Diciembre ;2022
Cebolla;122;77,814,934;2,272;122;Diciembre ;2022
Ñame;20;3,397,000;329;20;Diciembre ;2022
Ajo (Producción);125;178,149,000;1,792;125;Diciembre ;2022
Ajo (Comercialización);0;0;0;0;Diciembre ;2022
Batata;13;6,804,075;826;13;Diciembre ;2022
Tabaco (Producción);18;4,787,500;633;18;Diciembre ;2022
Tabaco (Comercialización);12;56,733,925;0;12;Diciembre ;2022
Invernadero;3;10,871,408;2,016;3;Diciembre ;2022
Otros;309;355,747,998;78,382;309;Diciembre ;2022
Ganado de Carne;123;102,341,850;0;123;Diciembre ;2022
Ganado de Carne (Com);4;8,000,000;0;4;Diciembre ;2022
Ganado de Leche;22;29,862,250;0;22;Diciembre ;2022
Ganado de Leche (Com.);1;120,000,000;0;1;Diciembre ;2022
Ganado de Doble Propósito;49;88,383,269;0;49;Diciembre ;2022
Porcino (Producción);1;200,000;0;1;Diciembre ;2022
Porcino (Comercialización);0;0;0;0;Diciembre ;2022
Otros;82;139,229,268;0;82;Diciembre ;2022
Gallinas Ponedoras;20;57,135,000;0;20;Diciembre ;2022
Pollos de Engorde;58;86,172,000;0;58;Diciembre ;2022
Otros;5;4,000,000;0;5;Diciembre ;2022
Apícola;5;3,700,000;0;5;Diciembre ;2022
Préstamos de Consumo;260;79,561,449;0;260;Diciembre ;2022
Agro. Manufactura, Comercio V. y Otros;199;746,605,877;0;199;Diciembre ;2022
Arroz (Producción);1,050;670,656,511;110,012;1,077;Enero;2023
Arroz (Comercialización);4;33,959,590;0;4;Enero;2023
Cacao (Producción);264;142,081,200;20,077;264;Enero;2023
Cacao (Comercialización);3;30,000,000;0;3;Enero;2023
Plátano;119;61,905,000;6,725;119;Enero;2023
Aguacate (Producción);40;111,741,680;4,280;40;Enero;2023
Café (Producción);55;26,361,516;3,147;55;Enero;2023
Café (Comercialización);0;0;0;0;Enero;2023
Tomate;14;102,030,000;6,221;14;Enero;2023
Aji (Producción);11;14,080,000;146;11;Enero;2023
Guineo;14;5,062,991;425;14;Enero;2023
Papa ;33;25,623,000;813;33;Enero;2023
Cebolla ;70;26,129,000;1,285;70;Enero;2023
Coco;51;114,589,000;12,046;51;Enero;2023
Piña;12;16,193,448;780;12;Enero;2023
Habichuela (Producción);13;3,369,000;577;13;Enero;2023
Habichuela (Comercialización);0;0;0;0;Enero;2023
Yuca;26;5,089,500;917;26;Enero;2023
Tabaco (Producción);10;17,019,590;594;24;Enero;2023
Tabaco (Comercialización);7;25,771,620;0;7;Enero;2023
Ajo;33;49,100,000;447;33;Enero;2023
Ñame;23;4,887,000;477;23;Enero;2023
Yautia;25;5,135,000;565;25;Enero;2023
Batata;16;5,457,075;783;16;Enero;2023
Maíz;5;464,000;105;5;Enero;2023
Guandul ;1;157,000;30;1;Enero;2023
Invernadero;1;2,461,718;0;1;Enero;2023
Otros;236;346,518,119;3,540;251;Enero;2023
Ganado de Doble Propósito;36;76,789,000;0;36;Enero;2023
Ganado de Carne;108;79,109,194;0;108;Enero;2023
Ganado de Carne (Comerc.);4;3,340,000;0;4;Enero;2023
Ganado de Leche;19;18,344,000;0;19;Enero;2023
Ganado de Leche (Comerc.);1;620,000;0;1;Enero;2023
Porcino;0;0;0;0;Enero;2023
Otros ;50;118,445,000;0;50;Enero;2023
Pollos;62;56,962,000;0;62;Enero;2023
Gallina (Ponedora);16;42,700,000;0;16;Enero;2023
Otros;1;319,701;0;1;Enero;2023
Acuicola;8;7,768,750;0;8;Enero;2023
Apícola;5;1,512,300;0;5;Enero;2023
Préstamos de Consumo;119;28,139,061;0;119;Enero;2023
Agro. Manufactura, Comercio V. y Otros;143;148,778,266;0;143;Enero;2023
Arroz (Producción);490;286,027,054;47,791;495;Febrero;2023
Arroz (Comercialización);4;67,570,000;0;4;Febrero;2023
Cacao (Producción);223;83,933,000;15,129;223;Febrero;2023
Cacao (Comercialización);8;251,035,832;0;8;Febrero;2023
Plátano;112;50,060,806;5,378;112;Febrero;2023
Aguacate (Producción);70;38,903,646;3,620;70;Febrero;2023
Café (Producción);36;13,654,563;1,718;36;Febrero;2023
Café (Comercialización);0;0;0;0;Febrero;2023
